"Country.Name","Country.Code","Region","IncomeGroup","Year","Life.Expectancy.World.Bank","Prevelance.of.Undernourishment","CO2","Health.Expenditure..","Education.Expenditure..","Unemployment","Sanitation","Injuries","Communicable","NonCommunicable"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2003,43.845,16.8,409.999996423721,6.04550838,13.2195701599121,32.9550018310547,13.75899304,141656.85,1519004.23,382575.7
"Lithuania","LTU","Europe & Central Asia","High income",2003,72.0609756097561,2.5,11229.9995422363,6.18627787,5.11418008804321,12.8699998855591,80.90087115,263355.26,65862.12,1047691.08
"Latvia","LVA","Europe & Central Asia","High income",2003,71.2658536585366,2.8,7590.00015258789,5.48984146,5.05714988708496,12.0600004196167,52.35403559,169439.49,51864.61,808789.01
"Madagascar","MDG","Sub-Saharan Africa","Low income",2003,60.256,36.5,1549.99995231628,4.74734688,2.61094999313354,5.01000022888184,4.555934443,489933.95,7407485.9,2840668.24
"Mexico","MEX","Latin America & Caribbean","Upper middle income",2003,75.118,4.3,404690.002441406,5.81486464,5.07257986068726,3.46000003814697,19.98947425,3638564.34,5353287.65,17546298.9
"Mali","MLI","Sub-Saharan Africa","Low income",2003,50.373,15.1,1399.99997615814,5.05059528,3.80559992790222,7.89799976348877,8.061788929,651226.14,10023158.9,2157201.46
"Malawi","MWI","Sub-Saharan Africa","Low income",2003,46.052,24.6,750,4.67483664,3.21566009521484,5.80399990081787,19.93721318,398181.05,10242590.66,1989778.64
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2003,73.17,2.9,144490.005493164,2.92417097,7.50288009643555,3.60999989509583,66.27599783,708228.6,1020104.86,3881643.76
"Netherlands","NLD","Europe & Central Asia","High income",2003,78.4926829268293,2.5,170360.000610352,9.0565691,5.0404200553894,3.58999991416931,97.44167504,329301.9,240375.13,3918928.31
"Norway","NOR","Europe & Central Asia","High income",2003,79.390243902439,2.5,37169.9981689453,9.21471977,7.41635990142822,4.21999979019165,59.56426338,124390.75,59921.1,1110136.11
"Nepal","NPL","South Asia","Lower middle income",2003,64.165,19.8,3019.99998092651,3.84753466,3.11435008049011,1.59500002861023,14.51576321,904366.41,5906071.55,3983774.88
"New Zealand","NZL","East Asia & Pacific","High income",2003,79.1463414634146,2.5,33400.0015258789,7.72169209,6.43753004074097,4.75,76.04010174,151215.92,43258.07,856307.27
"Peru","PER","Latin America & Caribbean","Upper middle income",2003,72.24,23.1,27159.9998474121,4.58695984,2.93779993057251,4.15000009536743,15.84621565,954588.92,2239457.96,3883934.92
"Philippines","PHL","East Asia & Pacific","Lower middle income",2003,68.937,17,73629.997253418,3.0766356,2.93517994880676,3.52999997138977,44.21921898,2828924.42,9779953.02,14030094.2
"Poland","POL","Europe & Central Asia","High income",2003,74.5975609756098,2.5,297730.010986328,5.95371294,5.32449007034302,19.3700008392334,81.11215081,1687029.99,569869.45,10147101.01
"Portugal","PRT","Europe & Central Asia","High income",2003,77.219512195122,2.5,60520.0004577637,9.12415695,5.28152990341187,6.13000011444092,51.1706606,318157.92,223907.14,2911603.37
"Paraguay","PRY","Latin America & Caribbean","Upper middle income",2003,71.249,8.8,3940.00005722046,4.90703869,3.3827600479126,6.80999994277954,46.77562358,189062.36,353119.74,814702.05
"Romania","ROU","Europe & Central Asia","High income",2003,71.309756097561,2.5,98139.9993896484,5.37136745,3.54397010803223,6.94999980926514,52.01186063,969813.36,664627.28,7001311.36
"Saudi Arabia","SAU","Middle East & North Africa","High income",2003,73.051,5.1,284829.986572266,3.97909737,7.10509014129639,5.55999994277954,38.49665054,1229326.53,899803.71,3392473.94
"Senegal","SEN","Sub-Saharan Africa","Lower middle income",2003,59.259,21.4,4489.99977111816,4.29645395,2.75125002861023,6.68800020217896,14.9868961,297691.29,4376668.74,1641700.51
"Sierra Leone","SLE","Sub-Saharan Africa","Low income",2003,42.419,49.4,550.000011920929,10.82905197,3.26061010360718,3.41799998283386,9.567579773,228360.19,4196099.95,998688.01
"Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income",2003,63.359,11.2,70.0000002980232,12.6178236,3.24692988395691,16.3600006103516,15.91375321,3268.34,36798.71,24566.31
"Slovenia","SVN","Europe & Central Asia","High income",2003,76.8585365853659,2.5,15409.9998474121,8.09883595,5.70333003997803,6.48000001907349,30.94675702,104388.95,26656.58,513516.48
"Sweden","SWE","Europe & Central Asia","High income",2003,80.0951219512195,2.5,55200.0007629395,8.31724644,6.79142999649048,5.55000019073486,93.18537726,234749.38,98821.88,2276542.45
"Togo","TGO","Sub-Saharan Africa","Low income",2003,53.938,29.8,1830.00004291534,2.93838358,3.32609009742737,4.07600021362305,6.081562793,201977.56,2893773.85,808789.94
"Thailand","THA","East Asia & Pacific","Upper middle income",2003,71.389,15,191929.992675781,3.24312782,3.72561001777649,1.53999996185303,20.33723525,3734354.51,4087341.81,12185650.34
"Tunisia","TUN","Middle East & North Africa","Lower middle income",2003,73.842,4.5,21500,5.46378517,6.81675004959106,14.5100002288818,57.51901887,345407.22,416406.45,1803462.22
"Ukraine","UKR","Europe & Central Asia","Lower middle income",2003,68.2107317073171,2.5,330230.010986328,6.54574108,5.4001898765564,9.0600004196167,43.30769652,3572333.54,1453838.21,19117507.94
"Albania","ALB","Europe & Central Asia","Upper middle income",2004,75.039,8.6,4250,6.77337217,3.22751998901367,16.3099994659424,41.3557192,102317.3,108336.45,570380.53
"Argentina","ARG","Latin America & Caribbean","Upper middle income",2004,74.28,4,141380.004882813,7.22868299,3.48652005195618,13.5200004577637,48.68641549,1322976.39,1516113.41,8238572.94
"Armenia","ARM","Europe & Central Asia","Upper middle income",2004,72.513,16,3759.99999046326,6.05508518,2.48673009872437,10.3439998626709,46.58209231,92640.12,107986.46,783356.25
"Austria","AUT","Europe & Central Asia","High income",2004,79.180487804878,2.5,75800.0030517578,9.70939827,5.30243015289307,5.82999992370605,99.66922476,235461,78557.79,2108821.97
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income",2004,68.249,7.4,28309.9994659424,2.66530418,3.44770002365112,7.98999977111816,22.36675979,233436.77,847989.94,1953795.35
"Bangladesh","BGD","South Asia","Lower middle income",2004,67.331,14.4,30530.0006866455,2.33950281,1.94014000892639,4.26100015640259,21.98915954,4563857.53,25705226.46,21692522.63
"Bulgaria","BGR","Europe & Central Asia","Upper middle income",2004,72.5634146341463,4.9,47270.0004577637,6.89090872,2.31995010375977,12.039999961853,50.43131257,349654.91,165275.19,3092160.44
"Belarus","BLR","Europe & Central Asia","Upper middle income",2004,68.9560975609756,3.3,56040.0009155273,5.73709631,5.7122597694397,9.81999969482422,83.73662938,802915.18,214228.32,3621483.98
"Brazil","BRA","Latin America & Caribbean","Upper middle income",2004,71.531,6.8,328519.989013672,8.12491989,3.97447991371155,9.10999965667725,37.41623629,9418089.35,12935126.56,38277074.18
"Central African Republic","CAF","Sub-Saharan Africa","Low income",2004,44.413,40.5,230.000004172325,4.30442286,1.6245299577713,5.71600008010864,19.49432394,309406.15,3750581.48,791101.81
"Switzerland","CHE","Europe & Central Asia","High income",2004,81.0878048780488,2.5,45279.9987792969,10.1849556,5.29307985305786,4.32000017166138,99.61580674,236241.81,79630.47,1733898.22
"Chile","CHL","Latin America & Caribbean","High income",2004,77.391,3.2,54970.0012207031,6.90115023,3.53838992118835,10.1599998474121,53.21928976,520268.66,304408.35,2979830.61
"Colombia","COL","Latin America & Caribbean","Upper middle income",2004,74.026,10.6,56110.0006103516,5.79892778,4.07934999465942,12.7399997711182,15.82594802,2754915.9,2109556.86,6558196.58
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2004,77.996,5,5940.00005722046,6.63005924,4.89062976837158,6.3899998664856,37.90850103,118310.83,95750.6,625892.29
"Cuba","CUB","Latin America & Caribbean","Upper middle income",2004,77.499,2.5,25360.0006103516,6.83178759,10.2682304382324,1.85000002384186,39.84334331,336473.43,255707.89,2418478.62
"Cyprus","CYP","Europe & Central Asia","High income",2004,78.506,6.9,7780.00020980835,5.40558147,6.11772012710571,4.32999992370605,76.2406969,27841.12,10780.86,207558.98
"Djibouti","DJI","Middle East & North Africa","Lower middle income",2004,57.682,34.7,400.000005960464,3.32442927,9.26467037200928,27.8470001220703,24.88470047,31210.03,310494.73,111929.31
"Denmark","DNK","Europe & Central Asia","High income",2004,77.4926829268293,2.5,53729.9995422363,9.00743198,8.2076301574707,5.19999980926514,86.80213797,136977.38,73840.95,1494050.34
"Spain","ESP","Europe & Central Asia","High income",2004,79.8707317073171,2.5,335559.997558594,7.65912247,4.15785980224609,11.0900001525879,93.38160524,1125231.17,570733.65,10406636.9
"Estonia","EST","Europe & Central Asia","High income",2004,71.909756097561,2.9,17020.0004577637,5.119555,4.87674999237061,10.25,92.57174273,84920.01,26207.89,453513.55
"Finland","FIN","Europe & Central Asia","High income",2004,78.7146341463415,2.5,67680.0003051758,8.05912876,6.15757989883423,10.3599996566772,81.01712754,222200.16,55255.78,1342822.28
"United Kingdom","GBR","Europe & Central Asia","High income",2004,78.7463414634146,2.5,543080.017089844,8.39001179,4.72940015792847,4.59000015258789,97.79362306,1235315.8,1054566.56,16246383.11
"Georgia","GEO","Europe & Central Asia","Upper middle income",2004,70.451,4.1,3369.99988555908,8.08910847,2.91420006752014,12.6199998855591,45.13658454,138984.82,173293.38,1439037.26
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2004,58.225,12.2,6679.99982833862,2.77140665,7.53558015823364,6.59299993515015,5.811130817,663296.77,8628065.41,3483731.56
"Greece","GRC","Europe & Central Asia","High income",2004,79.0390243902439,2.5,99839.9963378906,8.09390354,3.66719007492065,10.3100004196167,79.83882498,275355.25,123575.74,2910291.16
"Croatia","HRV","Europe & Central Asia","High income",2004,75.520243902439,3.1,21100.0003814697,6.57048893,3.78584003448486,13.6599998474121,78.10378257,181246.61,68105.46,1321222.84
"Hungary","HUN","Europe & Central Asia","High income",2004,72.6487804878049,2.5,56349.9984741211,7.77005482,5.32658004760742,5.82999992370605,64.56171912,455964.68,138414.06,3515830.62
"India","IND","South Asia","Lower middle income",2004,64.095,22.1,1085670.04394531,3.95739222,3.35254001617432,5.62900018692017,13.37748103,52419380.18,249700603.7,196723887.9
"Ireland","IRL","Europe & Central Asia","High income",2004,78.5390243902439,2.5,44689.998626709,7.22300482,4.48296022415161,4.48999977111816,60.18642339,101314.56,55808.03,904593.99
"Iceland","ISL","Europe & Central Asia","High income",2004,80.9975609756098,2.5,2319.9999332428,9.32854366,7.16118001937866,4.03000020980835,50.03244966,6202.93,3132.88,56652.89
"Israel","ISR","Middle East & North Africa","High income",2004,80.1463414634146,2.5,63159.9998474121,7.01328945,5.94027996063232,13.0299997329712,82.8479182,180914.47,91959.73,1233136.51
"Italy","ITA","Europe & Central Asia","High income",2004,80.7804878048781,2.5,472399.993896484,8.16549301,4.38520002365112,7.86999988555908,95.65490632,1254436.15,595200,15465842.2
"Japan","JPN","East Asia & Pacific","High income",2004,82.030243902439,2.5,1209849.97558594,7.53518438,3.42611002922058,4.73000001907349,74.79734312,3732029.28,1967885.35,28696534.33
"Kuwait","KWT","Middle East & North Africa","High income",2004,73.439,2.5,61909.9998474121,2.35702443,5.53506994247437,1.70000004768372,100,56006.06,43518.93,298499
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2004,76.432,10.7,17879.9991607666,8.00178719,2.64094996452332,7.84999990463257,10.26937106,92765.89,146492.12,807244.72
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2004,43.083,15.3,430.000007152557,6.05738878,11.1090097427368,32.1759986877441,15.9604033,146952.14,1575203.08,391376.82
"Lithuania","LTU","Europe & Central Asia","High income",2004,71.9609756097561,2.5,11909.9998474121,5.5114994,5.17428016662598,10.6800003051758,81.35643179,258109.96,67047.75,1052291.19
"Latvia","LVA","Europe & Central Asia","High income",2004,72.0268292682927,2.5,7619.99988555908,6.21677923,4.83406019210815,11.710000038147,52.2481114,160876.77,49649.87,801959.22
"Madagascar","MDG","Sub-Saharan Africa","Low income",2004,60.752,35,1649.99997615814,5.25489902,2.81261992454529,3.83299994468689,4.904165104,507803.58,7367280.55,2890146.3
"Mexico","MEX","Latin America & Caribbean","Upper middle income",2004,75.243,4.6,414100.006103516,5.9539032,4.72670984268188,3.94000005722046,21.91572399,3599996.2,5163901.71,17774283.16
"Mali","MLI","Sub-Saharan Africa","Low income",2004,51.224,14.4,1480.00001907349,5.21768284,3.85922002792358,8.75,8.725933293,555299.08,10072810.42,2202618.27
"Malta","MLT","Middle East & North Africa","High income",2004,79.2536585365854,2.5,2599.99990463257,8.04820728,4.43492984771729,7.32000017166138,91.86797469,8514.08,5623.28,94620.48
"Mongolia","MNG","East Asia & Pacific","Lower middle income",2004,64.671,30.7,9560.0004196167,3.57047367,4.32572984695435,6.82299995422363,35.57606567,165445.31,262173.59,619240.13
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2004,73.364,3.1,158270.004272461,2.86016941,5.92389011383057,3.53999996185303,66.47755311,715929.7,1006519.56,3951207.11
"Netherlands","NLD","Europe & Central Asia","High income",2004,79.0951219512195,2.5,172119.995117188,9.11067963,5.06297016143799,4.65000009536743,97.44519855,317652.17,231111.17,3883473.67
"Norway","NOR","Europe & Central Asia","High income",2004,79.8414634146342,2.5,37340.0001525879,8.82115746,7.2982702255249,4.26000022888184,59.90023983,123056.69,58296.22,1100387.46
"Nepal","NPL","South Asia","Lower middle income",2004,64.729,17.6,2809.99994277954,4.03734398,3.17194008827209,1.55400002002716,16.15840042,985097.49,5609448.93,4053575.71
"New Zealand","NZL","East Asia & Pacific","High income",2004,79.5487804878049,2.5,32840.0001525879,7.90090561,6.51203012466431,4.01000022888184,76.59532294,151606.27,43765.67,861237.27
"Peru","PER","Latin America & Caribbean","Upper middle income",2004,72.581,21.7,31239.9997711182,4.42970943,2.95787000656128,4.69999980926514,17.67500706,912495,2153351.01,3881629.45
"Philippines","PHL","East Asia & Pacific","Lower middle income",2004,69.013,15.9,75139.9993896484,3.04685569,2.46983003616333,3.54999995231628,44.56875545,2842904.71,9797180.34,14392798.75
"Poland","POL","Europe & Central Asia","High income",2004,74.8463414634146,2.5,301850.006103516,5.86845255,5.35557985305786,19.0699996948242,81.75841413,1690727.69,570036.07,10246687.27
"Portugal","PRT","Europe & Central Asia","High income",2004,77.6707317073171,2.5,62130.0010681152,9.5325079,5.04638004302979,6.32000017166138,53.34088321,306101.62,215088.17,2870536.76
"Paraguay","PRY","Latin America & Caribbean","Upper middle income",2004,71.464,9.1,3970.00002861023,4.93224382,2.86989998817444,6.51000022888184,47.65475184,219858.24,352196.63,851317.48
"Romania","ROU","Europe & Central Asia","High income",2004,71.5609756097561,2.5,95349.9984741211,5.47733545,3.31273007392883,7.71999979019165,52.82377689,932830.23,644478.06,6835068.35
"Saudi Arabia","SAU","Middle East & North Africa","High income",2004,73.159,5,299890.014648438,3.58400607,6.2774600982666,5.82000017166138,39.70802996,1272700.88,861072.05,3470455.56
"Senegal","SEN","Sub-Saharan Africa","Lower middle income",2004,59.912,19.6,5389.9998664856,4.56848049,3.07778000831604,7.79300022125244,15.33464364,321997.23,4201912.08,1733808.01
"Sierra Leone","SLE","Sub-Saharan Africa","Low income",2004,43.467,48.8,529.999971389771,10.96055317,3.10713005065918,3.42000007629395,9.814651843,245496.96,4222083.96,1046659.2
"Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income",2004,64.02,9.8,70.0000002980232,11.86979675,3.23470997810364,16.1200008392334,17.01092157,3888.15,33050.62,26464.67
"Slovenia","SVN","Europe & Central Asia","High income",2004,77.2073170731707,2.5,15699.9998092651,7.93957281,5.64425992965698,6.01000022888184,33.14409739,102634.3,26362.32,510436.7
"Sweden","SWE","Europe & Central Asia","High income",2004,80.4975609756098,2.5,53590.0001525879,8.12961864,6.66310977935791,6.69000005722046,93.2542755,237296.34,96815.41,2274859.75
"Chad","TCD","Sub-Saharan Africa","Low income",2004,48.27,37.1,449.999988079071,5.50012302,1.59294998645782,0.836000025272369,8.690354559,440064.14,8169303.9,1605007.22
"Togo","TGO","Sub-Saharan Africa","Low income",2004,54.234,28.7,1779.99997138977,3.08552408,3.10963010787964,4.15500020980835,6.265199146,201234.09,2918800.69,820545.79
"Thailand","THA","East Asia & Pacific","Upper middle income",2004,71.728,13.7,210190.002441406,3.13893151,4.03088998794556,1.50999999046326,20.50081266,3887245.72,3883433.89,12239041.12
"Tunisia","TUN","Middle East & North Africa","Lower middle income",2004,74.034,4.4,22479.9995422363,5.45323801,6.72078990936279,14.2299995422363,58.88008982,332828.46,398364,1825755.52
"Tanzania","TZA","Sub-Saharan Africa","Lower middle income",2004,53.602,31.6,5079.99992370605,5.7373414,3.56122994422913,3.16199994087219,9.640954582,1162947.7,21982184.83,6083090.84
"Ukraine","UKR","Europe & Central Asia","Lower middle income",2004,68.1853658536585,2.5,307140.014648438,6.16856956,5.12376022338867,8.59000015258789,43.79619849,3510881.62,1489207.85,19419841.87
